RANK,PoS,WORD,TOTAL,SPOKEN,FICTION,MAGAZINE,NEWSPAPER,ACADEMIC
23973, N ,cutlery,313,8,127,124,39,15
24073, J ,catalan,299,8,23,83,88,97
24103, J ,anasazi,294,8,27,155,31,73
24145, N ,lymphocyte,312,8,9,76,1,218
24160, V ,actualize,313,8,20,21,5,259
24177, N ,fungicide,284,8,6,107,45,118
24327, N ,whaler,405,8,90,128,43,136
24340, N ,baseboard,280,8,104,120,38,10
24377, N ,earnestness,283,8,95,69,59,52
24506, N ,conduction,316,8,15,56,1,236
24516, N ,idolatry,286,8,21,76,29,152
24527, J ,nondisabled,306,8,1,46,18,233
24666, J ,bronzed,274,8,121,82,54,9
24726, N ,wildland,357,8,2,147,99,101
24787, N ,fatherland,270,8,40,31,36,155
24816, J ,modal,303,8,1,6,18,270
24828, J ,cobbled,273,8,149,62,37,17
24870, J ,purplish,257,8,131,70,26,22
24904, N ,cranium,257,8,93,80,24,52
24907, N ,footman,309,8,249,31,8,13
24929, J ,staggered,258,8,56,71,54,69
25060, N ,disjunction,273,8,16,30,1,218
25086, N ,pectoral,246,8,60,91,37,50
25124, N ,tendinitis,266,8,5,76,172,5
25137, N ,portobello,356,8,7,180,160,1
25170, N ,wanderings,250,8,100,57,23,62
25221, J ,inhabited,252,8,69,63,30,82
25228, N ,waterline,264,8,63,135,28,30
25237, J ,ritualized,252,8,26,55,16,147
25282, N ,handicraft,285,8,21,86,44,126
25300, N ,turd,271,8,217,34,3,9
25316, N ,grounder,268,8,37,59,162,2
25351, R ,half-heartedly,257,8,172,37,17,23
25388, N ,homeroom,260,8,126,32,30,64
25597, N ,tampon,270,8,102,138,16,6
25604, N ,depository,315,8,74,57,106,70
25620, N ,gran,818,8,334,111,110,255
25678, N ,heifer,282,8,131,65,53,25
25760, R ,dynamically,261,8,6,44,19,184
25784, N ,saddlebag,266,8,155,81,19,3
25872, N ,anteroom,273,8,194,38,20,13
25896, J ,ripening,234,8,47,88,38,53
25919, R ,unsurprisingly,258,8,29,74,43,104
25948, N ,cheesecloth,271,8,22,147,93,1
25966, N ,bridegroom,225,8,110,32,41,34
25969, N ,ballpoint,263,8,150,57,22,26
25978, N ,repulsion,226,8,56,45,21,96
26032, J ,programmed,230,8,54,56,16,96
26067, R ,uncritically,239,8,7,47,15,162
26070, N ,perplexity,223,8,76,30,17,92
26087, J ,foamy,231,8,109,72,31,11
26088, J ,sedimentary,244,8,20,105,19,92
26110, J ,cryogenic,227,8,68,30,9,112
26143, N ,post-it,261,8,118,78,36,21
26202, J ,computer-controlled,220,8,12,106,37,57
26274, N ,desalination,294,8,5,51,46,184
26275, N ,laminate,253,8,12,190,21,22
26293, N ,dependability,256,8,15,58,25,150
26306, N ,mongrel,230,8,156,33,18,15
26310, R ,hideously,220,8,130,47,28,7
26314, V ,naturalize,238,8,6,43,16,165
26387, N ,needlework,226,8,94,78,24,22
26398, N ,aftershave,238,8,194,21,12,3
26404, N ,poly,578,8,91,262,146,71
26448, J ,leggy,224,8,83,82,49,2
26456, N ,gratin,308,8,23,141,133,3
26486, J ,leather-bound,227,8,144,32,30,13
26535, N ,spectrograph,278,8,11,189,16,54
26571, N ,opossum,279,8,44,171,25,31
26621, N ,radicchio,261,8,6,132,114,1
26699, J ,three-step,230,8,6,75,25,116
26713, N ,floe,245,8,121,73,24,19
26754, N ,auteur,233,8,17,70,72,66
26770, J ,gender-based,231,8,3,25,46,149
26836, J ,welded,213,8,20,110,27,48
26871, N ,suddenness,216,8,118,26,25,39
26908, N ,wading,230,8,60,102,46,14
26917, J ,long-dead,224,8,125,37,27,27
26950, J ,gender-specific,226,8,3,43,20,152
27104, R ,pitifully,206,8,117,33,23,25
27105, J ,cretaceous,213,8,43,107,15,40
27111, N ,logbook,228,8,41,51,24,104
27121, V ,unlatch,226,8,178,24,13,3
27156, J ,unmediated,220,8,18,26,7,161
27191, R ,abstractly,196,8,47,52,13,76
27201, J ,converging,206,8,32,44,24,98
27215, N ,patterning,235,8,15,46,10,156
27219, N ,aftertaste,208,8,61,68,64,7
27266, N ,great-aunt,263,8,164,55,31,5
27306, N ,epistle,221,8,50,56,12,95
27337, N ,applicator,276,8,15,88,17,148
27351, J ,off-center,198,8,42,92,30,26
27358, J ,vestigial,199,8,72,50,17,52
27361, V ,mope,212,8,121,49,29,5
27366, N ,yachting,224,8,23,66,111,16
27392, N ,choker,202,8,77,67,38,12
27416, R ,blessedly,205,8,79,78,32,8
27439, N ,prelate,201,8,40,33,33,87
27525, J ,knowledge-based,224,8,1,47,26,142
27576, J ,less-expensive,198,8,0,88,75,27
27653, N ,cairn,222,8,109,78,10,17
27659, N ,primus,211,8,43,52,71,37
27670, V ,curdle,197,8,97,40,44,8
27693, N ,rambler,242,8,61,55,106,12
27766, V ,declaim,189,8,84,40,19,38
27857, J ,swaying,207,8,151,29,11,8
27880, J ,flustered,209,8,143,22,30,6
27895, J ,rock-hard,183,8,67,67,33,8
27898, J ,perched,192,8,72,52,39,21
27901, N ,marauder,205,8,64,49,33,51
27933, N ,septum,290,8,18,27,5,232
27948, N ,erotica,215,8,28,85,57,37
28067, N ,tum,201,8,71,47,27,48
28068, N ,pinwheel,215,8,69,91,28,19
28111, J ,reproducible,192,8,10,32,7,135
28163, J ,cured,202,8,36,56,70,32
28167, J ,benighted,182,8,53,51,21,49
28169, N ,nightcap,192,8,97,49,36,2
28207, J ,oil-based,196,8,4,130,23,31
28251, N ,half-day,182,8,32,65,56,21
28267, N ,inbreeding,434,8,26,88,10,302
28269, J ,obliging,184,8,67,65,20,24
28285, N ,humus,197,8,33,106,12,38
28311, N ,artiste,197,8,32,62,24,71
28333, J ,multigenerational,189,8,5,59,57,60
28364, N ,eyeshadow,220,8,53,151,8,0
28381, J ,unquestioning,186,8,43,34,25,76
28405, J ,grade-school,182,8,37,57,53,27
28443, V ,stupefy,180,8,100,43,14,15
28454, J ,health-conscious,187,8,3,92,70,14
28484, N ,forsythia,191,8,88,73,22,0
28496, J ,nihilistic,183,8,19,41,26,89
28505, N ,rigger,205,8,99,65,20,13
28545, N ,hedonism,180,8,18,57,36,61
28656, J ,cutaneous,243,8,4,12,12,207
28690, N ,orzo,260,8,5,172,74,1
28721, J ,cause-and-effect,179,8,11,45,8,107
28793, R ,unrealistically,175,8,4,42,36,85
28807, J ,synthesized,184,8,56,43,22,55
28815, J ,pockmarked,180,8,110,34,19,9
28895, J ,untried,169,8,48,47,28,38
28898, R ,adroitly,169,8,44,46,36,35
28953, N ,amoeba,230,8,59,54,40,69
28959, J ,fly-fishing,183,8,11,100,63,1
29037, J ,buxom,183,8,108,35,25,7
29084, J ,inviolable,177,8,29,43,23,74
29119, V ,augur,174,8,15,41,31,79
29184, N ,homogenization,186,8,3,21,23,131
29203, N ,leviathan,470,8,273,75,26,88
29214, N ,overabundance,167,8,18,54,43,44
29267, N ,scepter,181,8,67,42,21,43
29300, N ,splat,192,8,75,88,15,6
29338, V ,fishtail,176,8,131,24,13,0
29349, N ,second-in-command,162,8,43,46,46,19
29373, N ,udder,167,8,82,47,19,11
29378, N ,recompense,167,8,48,33,18,60
29395, N ,biplane,182,8,53,61,33,27
29404, N ,duvet,200,8,69,102,17,4
29416, N ,cubby,282,8,169,51,48,6
29429, N ,profundity,171,8,34,45,29,55
29446, N ,helmsman,181,8,67,84,14,8
29514, N ,casualness,159,8,71,27,30,23
29518, J ,claimed,175,8,5,59,23,80
29536, N ,farmstead,295,8,170,48,29,40
29549, N ,lyre,180,8,44,54,20,54
29607, J ,black-market,159,8,27,43,58,23
29617, N ,renegotiation,172,8,5,20,44,95
29662, J ,redistributive,183,8,1,16,2,156
29668, N ,thickening,171,8,26,36,13,88
29679, N ,headmistress,179,8,118,12,26,15
29698, J ,econometric,202,8,1,15,12,166
29709, J ,pituitary,185,8,8,69,26,74
29720, J ,subnational,198,8,0,5,2,183
29735, J ,ravishing,170,8,48,64,33,17
29770, J ,smothering,163,8,77,42,23,13
29777, J ,placebo-controlled,168,8,0,76,8,76
29787, J ,effeminate,160,8,43,29,19,61
29853, N ,newbie,237,8,42,118,59,10
29872, N ,bodega,297,8,82,69,112,26
29886, J ,post-civil,158,8,4,41,34,71
29906, J ,stereoscopic,181,8,13,51,7,102
29964, J ,derived,180,8,2,22,2,146
29966, J ,warm-weather,198,8,8,125,51,6
29986, N ,condenser,175,8,10,48,13,96
30012, N ,eclecticism,168,8,0,61,28,71
30027, N ,nonexistence,173,8,49,26,13,77
30035, J ,recumbent,165,8,32,76,18,31
30059, J ,cost-conscious,157,8,0,57,69,23
30104, N ,nester,190,8,16,62,97,7
30110, N ,ingot,163,8,62,27,28,38
30128, N ,entranceway,159,8,89,23,25,14
30137, J ,squashed,162,8,110,23,19,2
30142, N ,artificiality,157,8,16,36,24,73
30152, J ,axiomatic,154,8,8,35,7,96
30158, N ,chambermaid,157,8,83,31,11,24
30164, N ,mingling,163,8,41,38,30,46
30177, J ,pontifical,185,8,7,75,15,80
30183, N ,sinfulness,175,8,13,49,9,96
30192, J ,grappling,158,8,88,26,21,15
30194, N ,bifurcation,176,8,15,25,2,126
30216, N ,dispensing,159,8,16,38,33,64
30237, N ,unreliability,185,8,13,23,14,127
30276, J ,street-level,164,8,19,20,71,46
30313, J ,flagging,152,8,14,46,53,31
30349, N ,kestrel,254,8,138,65,22,21
30400, J ,child-support,155,8,11,51,71,14
30426, N ,narrowness,149,8,31,40,17,53
30436, J ,voice-mail,152,8,12,70,54,8
30578, J ,unequaled,149,8,14,47,46,34
30588, N ,androgen,166,8,3,80,7,68
30592, J ,weather-beaten,153,8,74,32,35,4
30605, J ,teutonic,151,8,36,58,18,31
30621, N ,periwinkle,177,8,53,77,23,16
30656, N ,reducer,176,8,5,116,5,42
30747, J ,half-price,152,8,22,30,89,3
30781, R ,maniacally,148,8,90,28,18,4
30797, N ,improviser,195,8,2,12,24,149
30801, N ,curtailment,146,8,5,26,20,87
30850, N ,flushing,160,8,28,46,33,45
30857, J ,unchangeable,142,8,26,34,8,66
30876, N ,dinnerware,172,8,12,111,40,1
30886, N ,gearing,157,8,7,109,8,25
30944, J ,agonized,147,8,84,25,14,16
30956, N ,suppressor,155,8,22,73,12,40
30987, U ,yes/no,180,8,8,13,5,146
31074, N ,monoculture,164,8,4,53,13,86
31089, V ,bobble,148,8,62,21,40,17
31110, V ,fledge,147,8,12,53,27,47
31129, J ,loquacious,135,8,30,42,43,12
31160, N ,obstinacy,140,8,42,37,16,37
31171, J ,punjabi,197,8,24,30,21,114
31227, J ,sugared,149,8,56,56,20,9
31261, N ,modulator,160,8,9,72,3,68
31303, N ,teepee,145,8,56,34,31,16
31311, V ,arbitrate,138,8,6,28,26,70
31325, V ,matriculate,151,8,26,25,13,79
31331, N ,forecasting,147,8,2,52,54,31
31334, N ,panzer,181,8,62,54,41,16
31338, V ,bonk,143,8,49,74,6,6
31347, J ,belted,163,8,47,87,14,7
31350, N ,tinkle,154,8,110,18,10,8
31352, N ,phenol,166,8,3,59,13,83
31368, J ,ho-hum,144,8,11,64,56,5
31383, J ,laudatory,134,8,10,23,32,61
31454, N ,do-it-yourselfer,143,8,2,79,48,6
31484, J ,german-american,155,8,8,23,18,98
31491, N ,bluefin,209,8,9,63,43,86
31517, J ,baby-boom,132,8,0,52,46,26
31608, J ,stepped,140,8,18,55,20,39
31631, N ,viaduct,153,8,51,28,51,15
31648, R ,gorgeously,156,8,33,63,44,8
31668, J ,in-person,145,8,4,36,40,57
31746, J ,possessed,150,8,40,21,12,69
31768, N ,cur,174,8,72,32,9,53
31797, N ,self-denial,132,8,26,33,18,47
31809, J ,beefed-up,133,8,6,48,59,12
31829, N ,re-enactor,150,8,5,75,46,16
31852, J ,pulverized,128,8,32,44,19,25
31873, N ,actin,148,8,45,32,0,63
31885, N ,hollowness,131,8,64,19,10,30
31949, J ,ever-widening,126,8,16,36,23,43
31996, J ,clubby,128,8,6,45,63,6
32008, V ,feminize,127,8,8,35,9,67
32023, J ,mealy,130,8,40,31,47,4
32028, J ,wailing,128,8,70,27,19,4
32125, J ,three-car,130,8,32,22,63,5
32139, N ,clef,142,8,15,25,21,73
32151, N ,banknote,183,8,61,21,18,75
32177, J ,refreshed,138,8,36,63,18,13
32197, J ,enthralling,133,8,35,43,36,11
32224, J ,unmotivated,135,8,15,25,17,70
32276, N ,reagent,138,8,14,30,0,86
32286, N ,vaulting,128,8,37,40,29,14
32290, J ,debased,123,8,26,28,13,48
32341, N ,crit,149,8,21,50,23,47
32359, N ,whiteboard,187,8,28,43,24,84
32379, N ,toolkit,173,8,20,42,10,93
32381, J ,unpolished,126,8,38,25,42,13
32382, N ,guano,143,8,30,60,15,30
32393, J ,towing,134,8,21,50,23,32
32433, N ,bellboy,184,8,143,19,12,2
32497, J ,extra-legal,132,8,3,25,9,87
32537, J ,ulcerative,174,8,2,129,5,30
32553, N ,mimosa,205,8,73,53,57,14
32580, J ,studded,139,8,55,50,14,12
32583, J ,maronite,140,8,4,28,21,79
32588, J ,family-style,131,8,1,52,67,3
32596, J ,self-possessed,122,8,49,32,18,15
32605, N ,tiramisu,152,8,19,36,89,0
32617, J ,downsized,125,8,7,66,30,14
32626, N ,knave,164,8,102,20,18,16
32774, J ,hemorrhagic,126,8,8,57,19,34
32806, N ,pixy,165,8,38,69,46,4
32853, N ,transect,149,8,1,12,2,126
32879, J ,demolished,123,8,46,25,32,12
32979, V ,sunder,117,8,39,28,16,26
32985, J ,seditious,121,8,12,30,16,55
32993, J ,typographical,116,8,12,18,35,43
32994, N ,pacification,134,8,10,17,9,90
33016, N ,madrigal,139,8,22,14,38,57
33032, N ,savings-and-loan,120,8,1,53,50,8
33101, N ,scrum,130,8,20,42,52,8
33179, J ,liberalized,117,8,0,20,21,68
33191, J ,toppled,118,8,51,23,30,6
33210, N ,half-breed,209,8,81,10,8,102
33262, N ,open-mindedness,122,8,8,32,22,52
33263, J ,quick-witted,116,8,22,33,44,9
33292, N ,quintessence,120,8,19,35,17,41
33329, J ,chivalrous,120,8,49,27,12,24
33366, N ,nunnery,125,8,68,20,7,22
33413, R ,dazzlingly,110,8,34,33,21,14
33422, J ,untethered,124,8,41,34,19,22
33424, N ,xenon,125,8,26,34,13,44
33504, J ,apostate,117,8,25,31,16,37
33510, J ,injected,118,8,2,45,13,50
33519, J ,inestimable,112,8,22,30,16,36
33543, N ,imprecision,117,8,16,17,10,66
33547, J ,half-inch,114,8,15,58,18,15
33633, J ,placental,114,8,5,43,3,55
33655, N ,megaton,117,8,19,42,13,35
33676, J ,meddlesome,107,8,25,35,21,18
33698, J ,koranic,125,8,6,38,34,39
33704, N ,usurper,119,8,30,30,10,41
33712, N ,legitimization,114,8,0,10,7,89
33713, R ,ludicrously,110,8,35,34,22,11
33782, N ,scriptwriter,109,8,9,29,46,17
33852, J ,choreographed,108,8,18,27,40,15
33934, J ,drought-tolerant,127,8,0,69,41,9
33944, N ,crackhead,120,8,58,23,29,2
33962, J ,no-name,104,8,20,42,34,0
33970, N ,capsaicin,131,8,1,53,21,48
34000, N ,alternator,150,8,14,115,6,7
34031, N ,swallowtail,114,8,26,48,20,12
34038, N ,gonad,128,8,22,28,3,67
34042, J ,invested,105,8,4,40,28,25
34060, N ,work-in-progress,114,8,13,29,38,26
34104, J ,misdirected,103,8,10,23,33,29
34112, J ,ten-day,105,8,21,46,0,30
34153, N ,autobahn,107,8,34,29,28,8
34159, N ,fracturing,130,8,13,25,34,50
34176, V ,urbanize,120,8,3,17,13,79
34183, J ,miniaturized,111,8,13,46,6,38
34197, J ,same-store,111,8,0,23,80,0
34215, J ,brick-and-mortar,117,8,3,47,44,15
34266, J ,ashkenazi,128,8,11,12,14,83
34299, J ,semi-official,111,8,4,23,27,49
34326, J ,uncollected,107,8,14,18,41,26
34344, J ,two-wheeled,109,8,22,51,24,4
34345, J ,double-barreled,102,8,34,35,19,6
34361, J ,bright-colored,100,8,38,38,14,2
34384, N ,militarist,130,8,2,24,26,70
34395, J ,quotable,106,8,5,35,43,15
34404, N ,ingratitude,107,8,38,22,9,30
34469, N ,apologia,103,8,10,16,15,54
34518, N ,meditator,129,8,5,31,13,72
34599, N ,mid-teen,101,8,12,28,38,15
34632, J ,well-bred,100,8,51,19,12,10
34641, J ,misbegotten,103,8,33,37,14,11
34649, N ,conviviality,106,8,25,28,20,25
34666, V ,grizzle,101,8,52,19,18,4
34668, N ,fairyland,99,8,27,32,26,6
34669, J ,six-fold,100,8,0,35,22,35
34683, N ,pick-me-up,130,8,16,89,17,0
34717, J ,quickening,101,8,48,10,17,18
34734, N ,wallboard,108,8,26,27,23,24
34745, J ,militarized,118,8,1,14,20,75
34798, R ,inefficiently,105,8,7,38,9,43
34804, N ,caldron,105,8,28,22,45,2
34807, J ,sing-song,108,8,75,7,13,5
34810, N ,sweatsuit,107,8,61,18,19,1
34841, N ,flintlock,120,8,42,56,10,4
34855, J ,avaricious,98,8,24,23,12,31
34857, N ,vancomycin,131,8,1,10,19,93
34916, J ,hydrated,106,8,7,66,7,18
34931, N ,betrayer,98,8,36,19,11,24
34965, J ,hydroponic,119,8,32,28,10,41
35032, J ,fiddling,98,8,38,18,25,9
35034, N ,skirting,98,8,36,21,22,11
35036, N ,neighborliness,98,8,8,27,33,22
35098, J ,undernourished,99,8,24,30,15,22
35133, J ,life-affirming,96,8,11,26,34,17
35134, N ,gook,129,8,84,18,13,6
35154, J ,blown-up,94,8,31,21,26,8
35193, J ,unobtainable,94,8,15,27,10,34
35217, N ,shellac,102,8,20,57,11,6
35221, N ,desensitization,99,8,6,35,6,44
35241, J ,tubby,103,8,56,18,18,3
35242, J ,short-tempered,99,8,35,29,21,6
35266, J ,grandmotherly,99,8,48,20,17,6
35279, N ,ruination,95,8,30,20,13,24
35291, N ,interoperability,115,8,5,13,11,78
35304, J ,conflict-of-interest,94,8,2,27,44,13
35317, J ,anti-intellectual,95,8,7,15,22,43
35318, J ,unschooled,96,8,11,28,21,28
35325, N ,acclamation,94,8,14,19,27,26
35342, N ,pomposity,100,8,28,22,30,12
35356, J ,rhodesian,127,8,5,60,17,37
35391, J ,explicable,98,8,15,16,5,54
35392, J ,crackers,99,8,28,45,16,2
35395, J ,parietal,119,8,18,16,4,73
35398, V ,redline,96,8,10,38,21,19
35413, V ,bifurcate,100,8,15,16,9,52
35428, N ,copperhead,145,8,34,61,36,6
35465, N ,braggadocio,97,8,15,34,27,13
35487, J ,stipulated,97,8,5,11,15,58
35514, J ,half-dead,103,8,71,13,5,6
35584, J ,underarm,95,8,24,48,10,5
35596, N ,ley,364,8,21,52,43,240
35616, J ,fifty-year-old,98,8,55,24,1,10
35665, J ,better-paying,93,8,10,31,29,15
35675, N ,mini-mall,93,8,43,20,21,1
35732, J ,five-inch,98,8,28,47,10,5
35751, N ,debasement,98,8,11,16,7,56
35759, N ,gullibility,91,8,30,19,15,19
35799, N ,timekeeper,102,8,25,35,16,18
35822, J ,anaphylactic,101,8,16,46,14,17
35841, J ,licentious,96,8,33,18,4,33
35887, N ,sot,107,8,33,24,7,35
35900, N ,hardhat,112,8,71,10,11,12
35916, N ,amphora,138,8,20,36,4,70
35919, J ,multi-tiered,104,8,11,20,16,49
35933, N ,narcissus,260,8,73,98,21,60
35940, J ,dirt-poor,88,8,10,29,39,2
35964, N ,anglophone,135,8,0,19,5,103
35976, N ,zealotry,93,8,7,31,20,27
35987, V ,exfoliate,115,8,3,94,7,3
36054, N ,misappropriation,94,8,5,21,24,36
36066, J ,terminated,87,8,17,9,20,33
36078, N ,undercarriage,101,8,59,25,7,2
36114, J ,future-oriented,93,8,1,39,5,40
36150, N ,birthdate,101,8,25,17,27,24
36161, J ,contesting,90,8,6,4,7,65
36204, J ,unloaded,89,8,14,24,13,30
36221, J ,harassed,86,8,28,23,11,16
36235, N ,preciousness,90,8,10,35,18,19
36271, J ,jokey,95,8,33,36,13,5
36281, N ,encirclement,93,8,3,28,14,40
36284, N ,pompadour,160,8,54,36,8,54
36325, N ,petulance,94,8,38,25,21,2
36405, N ,gumball,117,8,64,7,28,10
36416, V ,deify,93,8,8,16,16,45
36438, U ,yuk,96,8,37,15,33,3
36464, J ,adored,83,8,29,30,12,4
36465, V ,reseal,90,8,32,30,9,11
36486, N ,mincemeat,95,8,26,38,21,2
36491, N ,intercity,114,8,2,39,40,25
36510, N ,alumna,95,8,9,29,40,9
36519, J ,piddling,85,8,21,34,21,1
36553, N ,self-deprecation,93,8,21,22,25,17
36555, J ,corn-based,108,8,0,30,36,34
36567, N ,beekeeping,170,8,12,33,27,90
36588, N ,skyway,165,8,22,37,92,6
36593, N ,cerebellum,102,8,24,31,9,30
36595, J ,amyloid,109,8,2,22,19,58
36624, N ,cybernetics,126,8,17,27,7,67
36659, J ,preachy,82,8,7,27,36,4
36686, N ,antiperspirant,99,8,9,73,7,2
36693, J ,teething,94,8,22,47,12,5
36726, N ,sifter,93,8,29,28,24,4
36775, J ,anti-union,91,8,0,20,40,23
36785, N ,home-schooler,100,8,0,46,40,6
36788, N ,houseful,89,8,34,31,13,3
36843, J ,fight-or-flight,96,8,11,66,3,8
36875, N ,off-ramp,91,8,32,18,29,4
36894, V ,outvote,83,8,21,16,21,17
36895, J ,muscle-bound,84,8,24,24,22,6
36905, J ,inconsiderable,82,8,29,13,7,25
36906, J ,attention-getting,86,8,7,29,25,17
36931, J ,fulsome,80,8,29,10,7,26
36938, J ,watchable,92,8,3,28,53,0
36998, J ,semi-retired,84,8,9,20,43,4
37003, N ,bole,107,8,48,26,3,22
37011, N ,officiating,102,8,0,13,55,26
37074, J ,anti-submarine,88,8,2,39,22,17
37075, N ,step-up,89,8,3,60,8,10
37091, N ,ranchland,84,8,3,29,36,8
37114, N ,birdcage,141,8,71,30,27,5
37134, J ,open-faced,88,8,13,45,18,4
37144, N ,librettist,92,8,4,14,50,16
37178, J ,fine-looking,89,8,63,11,3,4
37196, J ,first-run,83,8,5,18,48,4
37217, J ,uncharitable,84,8,31,23,6,16
37247, R ,frugally,82,8,10,27,25,12
37274, N ,dockworker,89,8,22,28,18,13
37279, N ,localism,110,8,1,6,5,90
37297, N ,tossing,81,8,41,13,13,6
37344, J ,transportable,87,8,4,22,7,46
37363, J ,trans-pacific,78,8,3,14,25,28
37386, N ,reawakening,83,8,6,24,25,20
37389, N ,superstation,82,8,0,17,54,3
37418, J ,pasteurized,83,8,4,38,23,10
37475, V ,interlink,78,8,7,13,8,42
37495, N ,milliner,97,8,47,15,15,12
37498, N ,gigahertz,93,8,6,42,22,15
37502, N ,proprietorship,80,8,10,26,20,16
37506, N ,h-bomb,90,8,13,28,22,19
37582, R ,computationally,93,8,1,17,1,66
37593, N ,livability,83,8,2,35,28,10
37605, N ,tamer,100,8,40,37,11,4
37625, N ,rearmament,89,8,1,18,6,56
37690, V ,deprecate,78,8,10,13,11,36
37699, N ,winder,217,8,17,46,125,21
37713, N ,contretemps,76,8,16,20,22,10
37741, V ,blackball,72,8,11,21,28,4
37764, J ,animalistic,83,8,21,24,10,20
37832, J ,tone-deaf,84,8,24,24,15,13
37834, N ,puffball,101,8,21,61,6,5
37850, V ,snivel,79,8,51,12,7,1
37906, N ,herpetologist,90,8,5,50,9,18
37933, N ,six-shooter,76,8,26,16,18,8
37938, N ,caricaturist,76,8,5,30,11,22
37939, N ,paratroop,126,8,7,70,30,11
38038, V ,vaunt,74,8,9,14,16,27
38048, N ,egotist,73,8,17,14,21,13
38072, N ,hymen,105,8,27,7,8,55
38089, N ,nutcase,98,8,64,19,5,2
38103, N ,interregnum,75,8,8,20,13,26
38104, N ,potash,145,8,8,34,53,42
38116, J ,federal-state,81,8,0,12,37,24
38122, N ,handstand,80,8,31,22,11,8
38136, J ,six-man,75,8,6,18,42,1
38177, N ,paddling,110,8,15,53,25,9
38199, J ,mind-bending,78,8,9,29,27,5
38253, N ,expedience,76,8,7,18,15,28
38300, N ,interjection,78,8,28,9,5,28
38359, J ,modulated,75,8,19,21,4,23
38362, N ,byword,76,8,11,25,19,13
38422, N ,ineptness,68,8,13,13,14,20
38453, V ,restage,74,8,6,7,26,27
38477, J ,prostatic,94,8,2,55,3,26
38504, J ,mesmerized,75,8,42,12,10,3
38510, N ,fox-trot,76,8,27,21,13,7
38550, N ,ascot,182,8,82,51,36,5
38564, J ,unsportsmanlike,78,8,5,13,33,19
38581, N ,schadenfreude,82,8,27,33,5,9
38596, J ,overtaxed,67,8,7,19,21,12
38614, N ,defecation,76,8,10,22,8,28
38633, J ,self-created,76,8,13,18,10,27
38654, R ,robotically,79,8,22,28,7,14
38668, J ,korean-american,77,8,7,22,33,7
38763, N ,pachyderm,74,8,22,24,15,5
38866, N ,fantail,71,8,27,25,10,1
38887, N ,thumper,167,8,33,97,28,1
38891, N ,loggia,93,8,23,41,16,5
38939, N ,edginess,72,8,19,25,13,7
38972, N ,slickness,70,8,25,22,13,2
39083, N ,wastepaper,76,8,29,10,18,11
39107, J ,chicken-and-egg,73,8,2,21,20,22
39141, N ,manzanita,105,8,26,39,31,1
39186, J ,consumable,72,8,2,16,5,41
39248, J ,free-roaming,76,8,8,38,17,5
39261, J ,snowboarding,71,8,6,30,25,2
39273, N ,hayseed,77,8,27,20,19,3
39279, J ,military-to-military,100,8,0,3,6,83
39297, J ,point-by-point,72,8,2,13,18,31
39331, R ,frivolously,67,8,17,14,14,14
39364, J ,imputed,73,8,2,21,1,41
39393, J ,spic,69,8,46,5,8,2
39406, J ,reputational,87,8,1,12,6,60
39471, N ,hosanna,79,8,17,24,18,12
39512, J ,thousand-year,67,8,22,16,4,17
39560, J ,uncertified,64,8,4,12,22,18
39565, N ,massaging,76,8,14,39,11,4
39620, J ,one-note,70,8,10,20,25,7
39707, N ,croquette,86,8,13,25,37,3
39723, N ,philadelphian,69,8,12,18,23,8
39728, N ,wheeler-dealer,62,8,10,18,25,1
39762, J ,jet-lagged,72,8,21,28,15,0
39796, N ,galena,344,8,18,36,271,11
39837, R ,thereon,67,8,9,9,10,31
39873, J ,drug-treatment,67,8,1,25,28,5
